from	to	Type	Coverage	OdName	AREA	AreaName	REG	RegName	DEV	DevName	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
Australia	Ecuador	Emigrants	Both	Ecuador	904	Latin America and the Caribbean	931	South America	902	Developing regions	50	20	20	30	30	20	10	40	50	20	40	30	60	30	40	40	40	40	60	40	50	50	50	60	80	50	60	70	90	..	..	..	..	..
Australia	Egypt	Emigrants	Both	Egypt	903	Africa	912	Northern Africa	902	Developing regions	210	180	190	230	210	220	160	190	180	190	240	190	220	230	230	240	230	300	340	350	410	380	430	350	260	280	270	330	340	..	..	..	..	..
Australia	El Salvador	Emigrants	Both	El Salvador	904	Latin America and the Caribbean	916	Central America	902	Developing regions	0	0	0	0	0	0	10	10	10	20	20	70	110	90	70	70	40	30	60	40	30	20	20	30	30	40	30	30	40	..	..	..	..	..
Australia	Equatorial Guinea	Emigrants	Both	Equatorial Guinea	903	Africa	911	Middle Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Eritrea	Emigrants	Both	Eritrea	903	Africa	910	Eastern Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	20	30	10	10	20	10	10	10	0	10	10	10	..	..	..	..	..
Australia	Estonia	Emigrants	Both	Estonia	908	Europe	924	Northern Europe	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	20	10	20	10	10	10	10	30	10	10	20	20	50	40	..	..	..	..	..
Australia	Ethiopia	Emigrants	Both	Ethiopia	903	Africa	910	Eastern Africa	902	Developing regions	0	10	10	10	10	10	20	20	20	30	0	0	0	0	20	20	30	50	50	20	40	30	20	40	30	40	40	60	90	..	..	..	..	..
Australia	Faeroe Islands	Emigrants	Both	Faeroe Islands	908	Europe	924	Northern Europe	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Falkland Islands (Malvinas)	Emigrants	Both	Falkland Islands (Malvinas)	904	Latin America and the Caribbean	931	South America	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	10	10	10	10	10	0	10	10	0	10	..	..	..	..	..
Australia	Fiji	Emigrants	Both	Fiji	909	Oceania	928	Melanesia	902	Developing regions	980	900	990	980	1070	1150	1130	1010	1230	1830	1880	2150	2250	2140	1760	1550	1450	1610	1580	1970	1790	2070	2800	2510	2520	2410	2190	2090	2270	..	..	..	..	..
Australia	Finland	Emigrants	Both	Finland	908	Europe	924	Northern Europe	901	Developed regions	180	150	130	230	180	170	110	120	180	220	250	240	190	160	170	190	190	220	210	170	220	210	180	190	150	190	210	210	190	..	..	..	..	..
Australia	France	Emigrants	Both	France	908	Europe	926	Western Europe	901	Developed regions	840	850	890	1000	890	990	920	970	1050	1190	1340	1480	1360	1310	1210	1270	1320	1520	1440	1390	1530	1540	1720	1710	1720	1870	1960	2390	2490	..	..	..	..	..
Australia	French Guiana	Emigrants	Both	French Guiana	904	Latin America and the Caribbean	931	South America	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	French Polynesia	Emigrants	Both	French Polynesia	909	Oceania	957	Polynesia	902	Developing regions	10	30	50	10	40	40	50	50	30	40	50	50	20	40	40	40	30	50	40	50	40	50	50	40	80	120	160	140	150	..	..	..	..	..
Australia	Gabon	Emigrants	Both	Gabon	903	Africa	911	Middle Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	10	..	..	..	..	..
Australia	Gambia	Emigrants	Both	Gambia	903	Africa	914	Western Africa	902	Developing regions	0	0	0	0	0	10	0	10	10	10	0	10	0	0	0	10	0	0	0	10	10	0	0	10	0	0	0	10	0	..	..	..	..	..
Australia	Georgia	Emigrants	Both	Georgia	935	Asia	922	Western Asia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	20	20	20	20	10	10	0	10	20	..	..	..	..	..
Australia	Germany	Emigrants	Both	Germany	908	Europe	926	Western Europe	901	Developed regions	1390	1340	1550	1710	1590	1420	1530	1580	1680	1850	1990	2200	2270	1910	1910	1940	2020	2200	2160	2090	2390	2490	2360	2420	2440	2300	2480	2610	3770	..	..	..	..	..
Australia	Ghana	Emigrants	Both	Ghana	903	Africa	914	Western Africa	902	Developing regions	60	50	30	50	20	40	70	40	40	40	80	70	90	100	120	120	140	160	160	150	140	90	60	80	90	90	60	110	70	..	..	..	..	..
Australia	Gibraltar	Emigrants	Both	Gibraltar	908	Europe	925	Southern Europe	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	10	10	0	10	0	..	..	..	..	..
Australia	Greece	Emigrants	Both	Greece	908	Europe	925	Southern Europe	901	Developed regions	2390	2090	2260	2600	2810	3120	2730	2430	2450	2530	2580	2310	2330	2180	2160	2000	1850	1790	1930	1780	1760	1490	1430	1250	1350	1170	1090	1010	970	..	..	..	..	..
Australia	Greenland	Emigrants	Both	Greenland	905	Northern America	905	Northern America	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Grenada	Emigrants	Both	Grenada	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Guadeloupe	Emigrants	Both	Guadeloupe	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Guam	Emigrants	Both	Guam	909	Oceania	954	Micronesia	902	Developing regions	10	10	10	10	10	20	0	0	20	20	50	90	70	80	40	40	40	30	50	30	40	60	50	50	110	80	70	50	70	..	..	..	..	..
Australia	Guatemala	Emigrants	Both	Guatemala	904	Latin America and the Caribbean	916	Central America	902	Developing regions	10	0	0	0	0	0	0	0	0	0	10	0	0	20	10	20	10	10	10	10	10	10	10	10	20	10	20	10	10	..	..	..	..	..
Australia	Guinea	Emigrants	Both	Guinea	903	Africa	914	Western Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	10	0	0	10	0	0	0	10	0	20	10	10	20	20	..	..	..	..	..
Australia	Guinea-Bissau	Emigrants	Both	Guinea-Bissau	903	Africa	914	Western Africa	902	Developing regions	0	0	10	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Guyana	Emigrants	Both	Guyana	904	Latin America and the Caribbean	931	South America	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	10	0	10	0	..	..	..	..	..
Australia	Haiti	Emigrants	Both	Haiti	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Holy See	Emigrants	Both	Holy See	908	Europe	925	Southern Europe	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Honduras	Emigrants	Both	Honduras	904	Latin America and the Caribbean	916	Central America	902	Developing regions	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	10	10	10	10	10	0	10	0	10	10	10	10	10	20	..	..	..	..	..
Australia	Hungary	Emigrants	Both	Hungary	908	Europe	923	Eastern Europe	901	Developed regions	40	50	60	100	70	120	100	100	110	170	180	220	280	230	200	190	230	240	240	180	190	220	210	250	190	180	190	180	180	..	..	..	..	..
Australia	Iceland	Emigrants	Both	Iceland	908	Europe	924	Northern Europe	901	Developed regions	10	20	20	20	10	10	10	10	10	20	20	20	30	20	20	20	10	20	20	30	10	30	10	30	20	30	40	20	20	..	..	..	..	..
Australia	India	Emigrants	Both	India	935	Asia	5501	Southern Asia	902	Developing regions	740	660	750	780	770	740	760	650	780	850	890	1050	1320	1120	1190	1520	2030	2740	3060	3570	4640	4200	3150	3970	3370	4010	4530	4890	5360	..	..	..	..	..
Australia	Indonesia	Emigrants	Both	Indonesia	935	Asia	920	South-Eastern Asia	902	Developing regions	1570	1710	1670	1790	1870	1880	1790	1990	2330	2680	3510	4500	4540	4650	5040	5830	6810	7730	5790	7280	8060	7810	7990	7840	7980	7490	6860	6580	6720	..	..	..	..	..
Australia	Iran (Islamic Republic of)	Emigrants	Both	Iran (Islamic Republic of)	935	Asia	5501	Southern Asia	902	Developing regions	40	30	30	30	20	50	60	60	60	100	140	260	350	420	690	590	760	690	350	140	190	210	210	340	250	300	360	380	350	..	..	..	..	..
Australia	Iraq	Emigrants	Both	Iraq	935	Asia	922	Western Asia	902	Developing regions	40	70	50	90	70	40	50	50	30	50	30	10	20	10	20	10	10	20	20	40	30	10	20	80	200	290	240	130	180	..	..	..	..	..
Australia	Ireland	Emigrants	Both	Ireland	908	Europe	924	Northern Europe	901	Developed regions	670	570	670	800	580	550	810	630	1130	1680	2040	1960	1610	1220	1380	1660	2140	2640	2990	3120	4140	4260	3470	3680	2680	2500	2550	2740	2610	..	..	..	..	..
Australia	Israel	Emigrants	Both	Israel	935	Asia	922	Western Asia	902	Developing regions	530	450	530	540	540	540	550	610	550	660	670	730	800	760	850	820	820	900	810	830	840	700	720	790	500	530	560	610	680	..	..	..	..	..
Australia	Italy	Emigrants	Both	Italy	908	Europe	925	Southern Europe	901	Developed regions	1940	1770	1770	1870	1720	1850	1560	1530	1510	1500	1540	1570	1650	1390	1410	1360	1340	1410	1480	1460	1500	1460	1360	1370	1440	1490	1530	1640	1580	..	..	..	..	..
Australia	Jamaica	Emigrants	Both	Jamaica	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	20	20	30	50	30	30	10	20	10	20	10	10	30	10	10	10	30	30	20	30	50	40	40	50	20	10	10	20	20	..	..	..	..	..
Australia	Japan	Emigrants	Both	Japan	935	Asia	906	Eastern Asia	901	Developed regions	1850	1950	2090	2590	2850	3140	3450	3800	4280	5290	5470	6630	6970	7210	7520	7880	8040	8850	8150	6570	7980	8470	8610	8690	9340	8250	7870	8250	8690	..	..	..	..	..
Australia	Jordan	Emigrants	Both	Jordan	935	Asia	922	Western Asia	902	Developing regions	50	60	50	50	40	50	50	70	70	60	60	90	50	70	80	100	110	80	120	160	200	180	210	220	270	280	290	260	250	..	..	..	..	..
Australia	Kazakhstan	Emigrants	Both	Kazakhstan	935	Asia	5500	Central Asia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	30	50	40	40	30	40	60	50	30	40	20	40	40	..	..	..	..	..
Australia	Kenya	Emigrants	Both	Kenya	903	Africa	910	Eastern Africa	902	Developing regions	110	90	90	110	110	160	120	130	130	100	130	140	190	150	170	210	150	200	230	200	260	310	320	500	280	250	270	230	280	..	..	..	..	..
Australia	Kiribati	Emigrants	Both	Kiribati	909	Oceania	954	Micronesia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	60	80	90	110	100	110	130	120	120	90	110	130	70	50	60	40	40	40	..	..	..	..	..
Australia	Kuwait	Emigrants	Both	Kuwait	935	Asia	922	Western Asia	902	Developing regions	40	30	50	50	60	30	10	40	50	110	40	50	110	140	140	180	130	120	140	140	130	160	150	190	150	180	180	190	230	..	..	..	..	..
Australia	Kyrgyzstan	Emigrants	Both	Kyrgyzstan	935	Asia	5500	Central Asia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	10	10	20	20	10	20	20	20	..	..	..	..	..
Australia	Lao People's Democratic Republic	Emigrants	Both	Lao People's Democratic Republic	935	Asia	920	South-Eastern Asia	902	Developing regions	10	10	30	20	20	20	40	20	30	50	60	70	80	100	140	170	170	210	180	180	190	200	170	200	90	120	100	120	110	..	..	..	..	..
Australia	Latvia	Emigrants	Both	Latvia	908	Europe	924	Northern Europe	901	Developed regions	0	0	0	0	0	20	0	0	0	0	0	10	20	30	30	30	20	30	50	50	20	40	40	70	50	50	50	40	30	..	..	..	..	..
Australia	Lebanon	Emigrants	Both	Lebanon	935	Asia	922	Western Asia	902	Developing regions	230	190	210	200	250	250	170	200	320	270	350	790	650	780	810	900	960	1070	980	1140	1000	900	890	1070	1320	1120	830	1010	1300	..	..	..	..	..
Australia	Lesotho	Emigrants	Both	Lesotho	903	Africa	913	Southern Africa	902	Developing regions	0	0	10	10	0	10	0	0	10	0	10	10	0	10	10	10	10	20	10	10	10	0	10	10	0	10	10	10	20	..	..	..	..	..
Australia	Liberia	Emigrants	Both	Liberia	903	Africa	914	Western Africa	902	Developing regions	0	10	10	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	10	10	..	..	..	..	..
Australia	Libya	Emigrants	Both	Libya	903	Africa	912	Northern Africa	902	Developing regions	50	60	60	60	30	20	20	20	0	0	10	0	10	0	10	30	10	30	10	20	10	10	10	20	30	50	70	40	40	..	..	..	..	..
Australia	Liechtenstein	Emigrants	Both	Liechtenstein	908	Europe	926	Western Europe	901	Developed regions	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Lithuania	Emigrants	Both	Lithuania	908	Europe	924	Northern Europe	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	0	10	10	20	10	10	30	30	20	20	20	30	20	30	50	30	40	30	..	..	..	..	..
Australia	Luxembourg	Emigrants	Both	Luxembourg	908	Europe	926	Western Europe	901	Developed regions	0	0	0	10	0	0	0	10	0	0	30	10	20	20	10	0	20	10	40	20	20	30	30	10	10	10	20	20	10	..	..	..	..	..
Australia	Madagascar	Emigrants	Both	Madagascar	903	Africa	910	Eastern Africa	902	Developing regions	10	20	0	0	30	60	20	30	40	20	0	10	0	10	0	0	0	0	10	10	0	10	0	0	10	10	10	10	10	..	..	..	..	..
Australia	Malawi	Emigrants	Both	Malawi	903	Africa	910	Eastern Africa	902	Developing regions	10	10	20	10	20	30	20	20	10	40	20	30	20	30	40	40	40	40	30	40	20	30	30	40	30	40	40	50	40	..	..	..	..	..
Australia	Malaysia	Emigrants	Both	Malaysia	935	Asia	920	South-Eastern Asia	902	Developing regions	4900	5260	5520	5290	5810	5770	5310	4670	4400	4850	6000	6430	6270	5510	5350	5570	6000	6570	4610	4340	4710	4670	5580	5150	7050	8220	7540	7260	8180	..	..	..	..	..
Australia	Maldives	Emigrants	Both	Maldives	935	Asia	5501	Southern Asia	902	Developing regions	10	10	10	0	10	20	10	10	10	20	10	10	30	30	40	40	40	80	60	70	60	60	70	70	70	80	110	70	70	..	..	..	..	..
Australia	Mali	Emigrants	Both	Mali	903	Africa	914	Western Africa	902	Developing regions	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	10	20	10	10	10	20	10	..	..	..	..	..
Australia	Malta	Emigrants	Both	Malta	908	Europe	925	Southern Europe	901	Developed regions	350	340	460	390	390	380	390	400	560	560	590	570	540	520	410	310	290	300	230	220	250	210	150	190	190	140	120	150	160	..	..	..	..	..
Australia	Marshall Islands	Emigrants	Both	Marshall Islands	909	Oceania	954	Micronesia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	10	0	10	20	20	30	10	10	20	10	20	20	20	10	10	20	10	0	..	..	..	..	..
Australia	Martinique	Emigrants	Both	Martinique	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Mauritania	Emigrants	Both	Mauritania	903	Africa	914	Western Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	10	30	10	20	10	10	10	10	..	..	..	..	..
Australia	Mauritius	Emigrants	Both	Mauritius	903	Africa	910	Eastern Africa	902	Developing regions	40	50	50	40	50	60	60	100	140	110	110	180	190	170	160	170	150	180	160	200	200	250	270	350	260	310	250	290	360	..	..	..	..	..
Australia	Mayotte	Emigrants	Both	Mayotte	903	Africa	910	Eastern Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Mexico	Emigrants	Both	Mexico	904	Latin America and the Caribbean	916	Central America	902	Developing regions	80	80	60	70	70	80	60	60	70	80	110	120	110	90	120	120	80	160	110	120	170	140	150	190	220	190	210	260	300	..	..	..	..	..
Australia	Micronesia (Federated States of)	Emigrants	Both	Micronesia (Federated States of)	909	Oceania	954	Micronesia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	10	0	40	10	20	30	20	20	30	30	10	20	10	10	0	10	10	0	..	..	..	..	..
Australia	Monaco	Emigrants	Both	Monaco	908	Europe	926	Western Europe	901	Developed regions	10	0	0	20	0	0	10	10	10	0	10	10	0	0	0	20	0	20	0	10	0	10	0	10	10	0	10	10	10	..	..	..	..	..
Australia	Mongolia	Emigrants	Both	Mongolia	935	Asia	906	Eastern Asia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	40	40	50	50	60	40	60	80	120	120	140	110	100	..	..	..	..	..
Australia	Montserrat	Emigrants	Both	Montserrat	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Morocco	Emigrants	Both	Morocco	903	Africa	912	Northern Africa	902	Developing regions	10	10	20	20	10	10	10	10	20	10	20	20	10	20	10	10	20	20	20	40	20	30	20	20	30	30	20	30	40	..	..	..	..	..
Australia	Mozambique	Emigrants	Both	Mozambique	903	Africa	910	Eastern Africa	902	Developing regions	0	0	0	0	0	0	0	10	0	10	20	20	20	30	40	30	40	40	30	60	50	40	80	60	40	50	60	60	50	..	..	..	..	..
Australia	Myanmar	Emigrants	Both	Myanmar	935	Asia	920	South-Eastern Asia	902	Developing regions	50	20	80	70	60	50	70	40	70	60	60	60	50	60	60	70	110	90	110	110	160	170	150	160	80	90	80	80	70	..	..	..	..	..
Australia	Namibia	Emigrants	Both	Namibia	903	Africa	913	Southern Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	20	10	20	30	40	40	40	30	20	20	20	30	30	20	10	50	30	30	..	..	..	..	..
Australia	Nauru	Emigrants	Both	Nauru	909	Oceania	954	Micronesia	902	Developing regions	130	130	160	130	150	100	90	100	90	100	90	130	150	130	130	110	90	80	80	100	90	60	60	50	80	50	60	50	30	..	..	..	..	..
Australia	Nepal	Emigrants	Both	Nepal	935	Asia	5501	Southern Asia	902	Developing regions	40	70	50	40	80	100	120	120	90	90	90	70	100	140	120	150	270	340	360	370	410	450	400	400	250	220	180	180	280	..	..	..	..	..
Australia	Netherlands	Emigrants	Both	Netherlands	908	Europe	926	Western Europe	901	Developed regions	1000	790	1000	1040	1050	920	850	930	870	1160	1100	1280	1160	1010	970	960	1010	1030	1410	1210	1490	1520	1360	1430	850	790	760	980	1040	..	..	..	..	..
Australia	New Caledonia	Emigrants	Both	New Caledonia	909	Oceania	928	Melanesia	902	Developing regions	90	90	120	80	110	130	110	120	80	140	170	200	200	180	160	160	210	210	190	130	170	230	280	230	360	400	350	360	400	..	..	..	..	..
Australia	New Zealand	Emigrants	Both	New Zealand	909	Oceania	927	Australia and New Zealand	901	Developed regions	15130	15360	17070	17850	14380	12620	14010	15810	14460	17200	21440	17090	14850	15090	15430	16030	15970	15940	16740	18410	19740	20960	22280	23530	27270	25330	23670	23710	24950	..	..	..	..	..
Australia	Nicaragua	Emigrants	Both	Nicaragua	904	Latin America and the Caribbean	916	Central America	902	Developing regions	0	0	0	0	0	0	0	0	0	0	10	0	10	10	10	10	10	10	0	0	10	0	20	0	10	20	10	10	10	..	..	..	..	..
Australia	Niger	Emigrants	Both	Niger	903	Africa	914	Western Africa	902	Developing regions	20	30	30	30	30	20	20	20	20	10	20	20	10	30	10	20	10	20	20	20	30	20	20	20	0	10	0	0	10	..	..	..	..	..
Australia	Nigeria	Emigrants	Both	Nigeria	903	Africa	914	Western Africa	902	Developing regions	120	140	80	100	110	70	60	70	70	90	50	90	80	100	100	60	70	50	80	70	60	90	120	120	80	70	50	60	70	..	..	..	..	..
Australia	Niue	Emigrants	Both	Niue	909	Oceania	957	Polynesia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	10	0	0	0	10	10	10	10	10	..	..	..	..	..
Australia	Northern Mariana Islands	Emigrants	Both	Northern Mariana Islands	909	Oceania	954	Micronesia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Australia	Norway	Emigrants	Both	Norway	908	Europe	924	Northern Europe	901	Developed regions	120	160	130	110	160	120	120	140	160	120	170	180	170	160	140	160	180	270	300	210	250	350	420	650	560	440	530	480	430	..	..	..	..	..
Australia	Oman	Emigrants	Both	Oman	935	Asia	922	Western Asia	902	Developing regions	50	30	30	30	50	70	80	50	80	70	90	110	100	120	100	130	100	90	150	170	140	160	200	240	130	170	220	220	200	..	..	..	..	..
Australia	Pakistan	Emigrants	Both	Pakistan	935	Asia	5501	Southern Asia	902	Developing regions	110	160	150	180	200	170	200	180	240	290	350	670	540	520	410	410	490	550	560	640	710	580	590	600	550	560	610	540	580	..	..	..	..	..
Australia	Palau	Emigrants	Both	Palau	909	Oceania	954	Micronesia	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	20	10	10	20	20	10	10	20	10	10	10	10	..	..	..	..	..
Australia	Panama	Emigrants	Both	Panama	904	Latin America and the Caribbean	916	Central America	902	Developing regions	0	0	0	0	10	10	10	0	10	10	0	10	10	0	10	10	10	20	20	10	0	10	10	10	10	10	20	10	20	..	..	..	..	..
Australia	Papua New Guinea	Emigrants	Both	Papua New Guinea	909	Oceania	928	Melanesia	902	Developing regions	7720	6960	6640	6180	6380	5680	5600	5650	5540	5150	4380	4250	4130	4330	4230	4030	4100	3890	3260	3500	3300	3100	2780	2340	1040	1140	1110	1120	1140	..	..	..	..	..
Australia	Paraguay	Emigrants	Both	Paraguay	904	Latin America and the Caribbean	931	South America	902	Developing regions	10	0	10	10	0	0	20	10	0	10	10	10	0	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	..	..	..	..	..
Australia	Peru	Emigrants	Both	Peru	904	Latin America and the Caribbean	931	South America	902	Developing regions	60	60	60	60	50	30	40	60	40	30	30	70	70	60	70	80	80	100	140	110	140	170	160	200	150	150	150	200	250	..	..	..	..	..
Australia	Philippines	Emigrants	Both	Philippines	935	Asia	920	South-Eastern Asia	902	Developing regions	750	790	830	870	790	770	900	860	1010	1200	1450	1890	2090	2080	1880	1810	2100	2630	3160	2760	2860	2880	2930	2620	2120	2590	2710	2920	2900	..	..	..	..	..
Australia	Poland	Emigrants	Both	Poland	908	Europe	923	Eastern Europe	901	Developed regions	180	90	170	240	200	230	250	300	350	440	560	770	690	520	400	400	400	460	430	440	410	390	400	510	450	490	490	520	540	..	..	..	..	..
Australia	Portugal	Emigrants	Both	Portugal	908	Europe	925	Southern Europe	901	Developed regions	180	150	220	280	200	230	210	250	300	370	400	540	620	510	370	310	290	290	380	420	370	290	230	250	240	180	190	200	190	..	..	..	..	..
Australia	Puerto Rico	Emigrants	Both	Puerto Rico	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	10	0	10	10	0	10	10	0	10	..	..	..	..	..
Australia	Qatar	Emigrants	Both	Qatar	935	Asia	922	Western Asia	902	Developing regions	10	20	30	10	20	10	0	10	10	10	0	20	10	20	50	60	50	60	110	60	90	160	310	310	190	330	420	320	390	..	..	..	..	..
Australia	Republic of Korea	Emigrants	Both	Republic of Korea	935	Asia	906	Eastern Asia	902	Developing regions	220	190	220	220	270	360	370	430	730	1010	1640	2350	2590	2640	2740	3270	4100	5200	4570	3630	4490	5420	6550	6160	4170	4290	4410	5490	6730	..	..	..	..	..
Australia	Republic of Moldova	Emigrants	Both	Republic of Moldova	908	Europe	923	Eastern Europe	901	Developed regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	20	20	20	10	10	20	20	..	..	..	..	..
Australia	Réunion	Emigrants	Both	Réunion	903	Africa	910	Eastern Africa	902	Developing regions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	10	10	0	10	10	10	20	..	..	..	..	..
